status	MAGIC	WIZARDS	size_match	raw_match	normalized_match	mnemonic_match	magic_bytes	wizards_bytes	magic_instr	wizards_instr
mismatch	seg034p7:UU_GUI_SaveClickFile	seg036p7:UU_GUI_SaveClickFile	yes	no	no	no	71	71	32	33
mismatch	seg034p9:Enable_Cancel	seg036p9:Enable_Cancel	yes	no	no	yes	11	11	5	5
mismatch	seg034p10:Disable_Mouse_Wait	seg036p10:Disable_Mouse_Wait	yes	no	no	yes	11	11	5	5
mismatch	seg034p11:Enable_Mouse_Wait	seg036p11:Enable_Mouse_Wait	yes	no	no	yes	11	11	5	5
mismatch	seg034p12:Set_Help_List	seg036p12:Set_Help_List	yes	no	no	no	23	23	11	11
mismatch	seg034p13:Deactivate_Help_List	seg036p13:Deactivate_Help_List	yes	no	no	yes	23	23	7	7
mismatch	seg034p14:Check_Help_List	seg036p14:Check_Help_List	yes	no	no	no	195	195	81	83
mismatch	seg034p15:UU_GUI_GetControlWidth	seg036p15:UU_GUI_GetControlWidth	yes	no	no	no	77	77	36	36
mismatch	seg034p16:UU_GUI_GetControlHeight	seg036p16:UU_GUI_GetControlHeight	yes	no	yes	yes	78	78	36	36
mismatch	seg034p17:UU_GUI_GetLastClickX	seg036p17:UU_GUI_GetLastClickX	yes	no	no	yes	10	10	6	6
mismatch	seg034p18:UU_GUI_GetLastClickY	seg036p18:UU_GUI_GetLastClickY	yes	no	no	yes	10	10	6	6
mismatch	seg034p19:UU_GUI_GetLastClickBtns	seg036p19:UU_GUI_GetLastClickBtns	yes	no	no	yes	10	10	6	6
mismatch	seg034p21:CRP_GUI_KeyInputOnly	seg036p21:RP_GUI_KeyInputOnly	yes	no	no	no	1653	1653	591	592
mismatch	seg034p22:Interpret_Keyboard_Input	seg036p22:Interpret_Keyboard_Input	yes	no	no	no	1195	1195	446	445
mismatch	seg034p23:GUI_GetNextControl	seg036p23:GUI_GetNextControl	yes	no	no	no	3500	3500	1410	1405
mismatch	seg034p24:GUI_MouseEmuMove	seg036p24:UU_GUI_MouseEMUMoveTo	yes	no	no	no	280	280	111	112
mismatch	seg034p25:Scan_Field	seg036p25:Scan_Field	yes	no	no	no	208	208	86	86
mismatch	seg034p26:Scan_Input	seg036p26:Scan_Input	yes	no	no	no	370	370	145	145
mismatch	seg034p27:UU_GUI_KeyWaitLoop	seg036p27:UU_GUI_KeyWaitLoop	yes	no	yes	yes	23	23	10	10
mismatch	seg034p28:G_GUI_ClearInput	seg036p28:Reset_Wait_For_Input	yes	no	no	yes	60	60	21	21
mismatch	seg034p29:G_GUI_PressAnyKey	seg036p29:Wait_For_Input	yes	no	no	no	395	395	139	141
mismatch	seg034p30:GUI_ProcessDirKey	seg036p30:Process_Direction_Key__STUB	yes	no	no	no	712	712	259	261
mismatch	seg034p31:Input_Box_Popup	seg036p31:Input_Box_Popup	yes	no	no	no	1067	1067	378	380
mismatch	seg034p32:Setup_Input_Box_Popup	seg036p32:Setup_Input_Box_Popup	yes	no	no	no	969	969	356	358
mismatch	seg034p33:GUI_EditBoxRedraw	seg036p33:Draw_Input_Box_Popup	yes	no	no	no	999	999	385	389
mismatch	seg034p34:Add_Input_Field	seg036p34:Add_Input_Field	yes	no	no	no	463	463	178	178
mismatch	seg034p35:UU_GUI_CreateEditSelect	seg036p35:Add_Continuous_String_Input_Field	yes	no	no	no	355	355	137	139
mismatch	seg034p36:UU_GUI_Ctrl_DecHeight	seg036p36:UU_GUI_Ctrl_DecHeight	yes	no	no	no	45	45	21	21
mismatch	seg034p37:UU_GUI_CreateDialogLine	seg036p37:Add_String_List_Field	yes	no	no	no	528	528	203	204
mismatch	seg034p38:UU_UI_AddAltKeyControl	seg036p38:Add_Multi_Hot_Key_Field	yes	no	no	no	336	336	122	124
mismatch	seg034p39:RP_GUI_CreateImageLabel	seg036p39:Add_Picture_Field	yes	no	no	no	327	327	130	131
mismatch	seg034p40:RP_GUI_CreateWndImgLbl	seg036p40:UU_GUI_CreateWndImgLbl	yes	no	no	no	464	464	174	174
mismatch	seg034p41:UU_GUI_SetBtnClickDir	seg036p41:Set_Button_Down_Offsets	yes	no	no	no	17	17	10	10
mismatch	seg034p42:Add_Button_Info	seg036p42:Add_Button_Info	yes	no	no	no	394	394	159	159
mismatch	seg034p43:Add_Button_Field	seg036p43:Add_Button_Field	yes	no	no	no	63	63	31	31
mismatch	seg034p44:UU_GUI_CreateToggleBtn	seg036p44:UU_GUI_CreateToggleBtn	yes	no	no	yes	84	84	39	39
mismatch	seg034p45:UU_GUI_CreateLockblBtn	seg036p45:UU_GUI_CreateLockblBtn	yes	no	no	yes	84	84	39	39
mismatch	seg034p46:UU_GUI_CreateMStateBtn	seg036p46:UU_GUI_CreateMStateBtn	yes	no	no	no	105	105	49	47
mismatch	seg034p47:Add_Hidden_Field	seg036p47:Add_Hidden_Field	yes	no	no	no	251	251	98	99
mismatch	seg034p48:UU_GUI_CreateWndLabel	seg036p48:UU_Add_Clipped_Hidden_Field	yes	no	no	yes	403	403	151	151
mismatch	seg034p49:Add_Hot_Key	seg036p49:Add_Hot_Key	yes	no	no	no	246	246	88	88
mismatch	seg034p50:UU_GUI_CreateHelpLink	seg036p50:UU_GUI_CreateHelpLink	yes	no	no	no	314	314	122	123
mismatch	seg034p51:Add_Grid_Field	seg036p51:Add_Grid_Field	yes	no	no	no	350	350	139	142
mismatch	seg034p52:Add_Scroll_Field	seg036p52:Add_Scroll_Field	yes	no	no	no	49	49	32	32
mismatch	seg034p53:Add_Scroll_Field_Far	seg036p53:Add_Scroll_Field_Far	yes	no	no	no	477	477	182	185
mismatch	seg034p54:Find_Bar_Position	seg036p54:Find_Bar_Position	yes	no	no	no	637	637	256	257
mismatch	seg034p55:Increment_Scroll_Bar	seg036p55:Increment_Scroll_Bar	yes	no	no	no	306	306	133	135
mismatch	seg034p56:Decrement_Scroll_Bar	seg036p56:Decrement_Scroll_Bar	yes	no	no	no	305	305	133	136
mismatch	seg034p57:Clear_Fields	seg036p57:Clear_Fields	yes	no	no	yes	35	35	9	9
mismatch	seg034p58:UU_GUI_NoSelectColor	seg036p58:NX_UU_GUI_NoSelectColor	yes	no	no	yes	29	29	13	13
mismatch	seg034p59:UU_GUI_ScrollableTxtDlg	seg036p59:UU_GUI_ScrollableTxtDlg	yes	no	no	yes	2724	2724	1073	1073
mismatch	seg034p60:UU_GUI_CreateTextDialog	seg036p60:Get_List_Field	yes	no	no	no	620	620	257	259
mismatch	seg034p61:UU_GUI_NoMouseHighlight	seg036p61:UU_GUI_NoMouseHighlight	yes	no	no	yes	11	11	5	5
mismatch	seg034p62:GUI_MoveDlgHighlight	seg036p62:GUI_MoveDlgHighlight__STUB	yes	no	no	no	1061	1061	414	416
mismatch	seg034p63:UU_GUI_SetControlCount	seg036p63:Clear_Fields_Above	yes	no	no	no	18	18	9	9
mismatch	seg034p64:UU_GUI_GetControlCount	seg036p64:Get_Field_Counter	yes	no	yes	yes	10	10	6	6
mismatch	seg034p65:Init_Mouse_Keyboard	seg036p65:Init_Mouse_Keyboard	yes	no	no	yes	201	201	72	72
mismatch	seg034p66:Get_Input	seg036p66:Get_Input	yes	no	no	no	74	74	29	28
mismatch	seg034p67:Set_Input_Delay	seg036p67:Set_Input_Delay	yes	no	no	no	21	21	9	9
mismatch	seg034p68:UU_GUI_GetDelay	seg036p68:UU_Get_Input_Delay	yes	no	yes	yes	10	10	6	6
mismatch	seg034p69:UU_GUI_ClearSelectable	seg036p69:UU_GUI_ClearSelectable	yes	no	no	no	47	47	19	19
mismatch	seg034p70:UU_GUI_SetSelectable	seg036p70:UU_GUI_SetSelectable	yes	no	no	no	47	47	19	19
mismatch	seg034p71:Draw_Fields	seg036p71:Draw_Fields	yes	no	no	no	5355	5355	2007	2010
mismatch	seg034p72:Draw_Field	seg036p72:Draw_Field	yes	no	no	no	4268	4268	1651	1652
mismatch	seg034p73:Push_Field_Down	seg036p73:Push_Field_Down	yes	no	no	no	475	475	188	189
mismatch	seg034p74:UU_GUI_SetDlgTitleHelp	seg036p74:UU_GUI_SetDlgTitleHelp	yes	no	no	yes	11	11	7	7
mismatch	seg034p75:UU_GUI_ClearTitleHelp	seg036p75:UU_GUI_ClearTitleHelp	yes	no	no	yes	11	11	5	5
mismatch	seg034p76:Assign_Auto_Function	seg036p76:Assign_Auto_Function	yes	no	no	no	48	48	19	20
mismatch	seg034p78:Restore_Auto_Function	seg036p78:Restore_Auto_Function	yes	no	no	yes	25	25	9	9
mismatch	seg034p80:UU_Activate_Auto_Function	seg036p80:UU_Activate_Auto_Function	yes	no	no	yes	11	11	5	5
mismatch	seg034p81:Invoke_Auto_Function	seg036p81:Invoke_Auto_Function	yes	no	no	yes	16	16	7	7
mismatch	seg034p82:Quick_Call_Auto_Function	seg036p82:Quick_Call_Auto_Function	yes	no	no	yes	58	58	23	23
mismatch	seg034p83:Call_Auto_Function	seg036p83:Call_Auto_Function	yes	no	no	yes	58	58	22	22
mismatch	seg034p84:UU_CTRL_Clear_Skip1	seg036p84:UU_GUI_ExtClear	yes	no	yes	yes	18	18	11	11
mismatch	seg034p85:Toggle_Pages	seg036p85:Toggle_Pages	yes	no	no	no	79	79	36	36
match	_AIL_p2:_call_driver	_AIL_p2:_call_driver	yes	yes	yes	yes	24	24	12	12
match	_AIL_p4:_init_DDA_arrays	_AIL_p4:_init_DDA_arrays	yes	yes	yes	yes	60	60	27	27
match	_AIL_p5:_bios_caller	_AIL_p5:_bios_caller	yes	yes	yes	yes	7	7	3	3
match	_AIL_p10:_ul_divide	_AIL_p10:_ul_divide	yes	yes	yes	yes	75	75	42	42
match	_AIL_p12:_AIL_startup	_AIL_p12:_AIL_startup	yes	yes	yes	yes	75	75	30	30
match	_AIL_p13:_AIL_shutdown	_AIL_p13:_AIL_shutdown	yes	yes	yes	yes	101	101	41	41
match	_AIL_p14:_AIL_register_timer	_AIL_p14:_AIL_register_timer	yes	yes	yes	yes	203	203	77	77
match	_AIL_p17:_AIL_start_timer	_AIL_p17:_AIL_start_timer	yes	yes	yes	yes	40	40	21	21
match	_AIL_p18:_AIL_start_all_timers	_AIL_p18:_AIL_start_all_timers	yes	yes	yes	yes	30	30	19	19
match	_AIL_p23:_AIL_set_timer_divsr	_AIL_p23:_AIL_set_timer_divsr	yes	yes	yes	yes	60	60	33	33
match	_AIL_p24:_AIL_int_divisor	_AIL_p24:_AIL_int_divisor	yes	yes	yes	yes	20	20	13	13
match	_AIL_p31:UU_AIL_index_VOC_blk	_AIL_p31:UU_AIL_index_VOC_blk	yes	yes	yes	yes	6	6	6	6
match	_AIL_p32:UU_AIL_reg_snd_buffer	_AIL_p32:UU_AIL_reg_snd_buffer	yes	yes	yes	yes	6	6	5	5
match	_AIL_p33:UU_AIL_format_snd_buff	_AIL_p33:UU_AIL_format_snd_buff	yes	yes	yes	yes	6	6	4	4
match	_AIL_p34:UU_AIL_snd_buff_status	_AIL_p34:UU_AIL_snd_buff_status	yes	yes	yes	yes	6	6	4	4
match	_AIL_p36:_AIL_format_VOC_file	_AIL_p36:_AIL_format_VOC_file	yes	yes	yes	yes	6	6	5	5
match	_AIL_p37:UU_AIL_VOC_play_status	_AIL_p37:UU_AIL_VOC_play_status	yes	yes	yes	yes	6	6	3	3
match	_AIL_p40:UU_AIL_pause_digi_play	_AIL_p40:UU_AIL_pause_digi_play	yes	yes	yes	yes	6	6	3	3
match	_AIL_p41:UU_AIL_resm_digi_play	_AIL_p41:UU_AIL_resm_digi_play	yes	yes	yes	yes	6	6	3	3
match	_AIL_p42:UU_AIL_set_digi_volume	_AIL_p42:UU_AIL_set_digi_volume	yes	yes	yes	yes	6	6	4	4
match	_AIL_p43:UU_AIL_get_digi_volume	_AIL_p43:UU_AIL_get_digi_volume	yes	yes	yes	yes	6	6	3	3
match	_AIL_p44:UU_AIL_set_digi_panpot	_AIL_p44:UU_AIL_set_digi_panpot	yes	yes	yes	yes	6	6	4	4
match	_AIL_p45:UU_AIL_get_digi_panpot	_AIL_p45:UU_AIL_get_digi_panpot	yes	yes	yes	yes	6	6	3	3
match	_AIL_p46:_AIL_state_table_size	_AIL_p46:_AIL_state_table_size	yes	yes	yes	yes	6	6	3	3
match	_AIL_p48:_AIL_release_seq_hnd	_AIL_p48:_AIL_release_seq_hnd	yes	yes	yes	yes	6	6	4	4
match	_AIL_p52:_AIL_install_timbre	_AIL_p52:_AIL_install_timbre	yes	yes	yes	yes	6	6	6	6
match	_AIL_p53:UU_AIL_protect_timbre	_AIL_p53:UU_AIL_protect_timbre	yes	yes	yes	yes	6	6	5	5
match	_AIL_p54:UU_AIL_unprotect_t	_AIL_p54:UU_AIL_unprotect_t	yes	yes	yes	yes	6	6	5	5
match	_AIL_p55:UU_AIL_timbre_status	_AIL_p55:UU_AIL_timbre_status	yes	yes	yes	yes	6	6	5	5
match	_AIL_p56:_AIL_start_sequence	_AIL_p56:_AIL_start_sequence	yes	yes	yes	yes	6	6	4	4
match	_AIL_p57:_AIL_stop_sequence	_AIL_p57:_AIL_stop_sequence	yes	yes	yes	yes	6	6	4	4
match	_AIL_p58:UU_AIL_resume_seq	_AIL_p58:UU_AIL_resume_seq	yes	yes	yes	yes	6	6	4	4
match	_AIL_p59:_AIL_sequence_status	_AIL_p59:_AIL_sequence_status	yes	yes	yes	yes	6	6	4	4
match	_AIL_p60:UU_AIL_relative_volume	_AIL_p60:UU_AIL_relative_volume	yes	yes	yes	yes	6	6	4	4
match	_AIL_p61:UU_AIL_relative_tempo	_AIL_p61:UU_AIL_relative_tempo	yes	yes	yes	yes	6	6	4	4
match	_AIL_p63:UU_AIL_set_rel_tempo	_AIL_p63:UU_AIL_set_rel_tempo	yes	yes	yes	yes	6	6	6	6
match	_AIL_p64:UU_AIL_beat_count	_AIL_p64:UU_AIL_beat_count	yes	yes	yes	yes	6	6	4	4
match	_AIL_p65:UU_AIL_measure_cnt	_AIL_p65:UU_AIL_measure_cnt	yes	yes	yes	yes	6	6	4	4
match	_AIL_p66:UU_AIL_branch_index	_AIL_p66:UU_AIL_branch_index	yes	yes	yes	yes	6	6	5	5
match	_AIL_p67:UU_AIL_ctrl_value	_AIL_p67:UU_AIL_ctrl_value	yes	yes	yes	yes	6	6	6	6
match	_AIL_p68:UU_AIL_set_ctrl_value	_AIL_p68:UU_AIL_set_ctrl_value	yes	yes	yes	yes	6	6	7	7
match	_AIL_p69:UU_AIL_channel_notes	_AIL_p69:UU_AIL_channel_notes	yes	yes	yes	yes	6	6	5	5
match	_AIL_p70:UU_AIL_send_cv_msg	_AIL_p70:UU_AIL_send_cv_msg	yes	yes	yes	yes	6	6	6	6
match	_AIL_p71:UU_AIL_send_sysex_msg	_AIL_p71:UU_AIL_send_sysex_msg	yes	yes	yes	yes	6	6	9	9
match	_AIL_p72:UU_AIL_write_display	_AIL_p72:UU_AIL_write_display	yes	yes	yes	yes	6	6	4	4
match	_AIL_p73:UU_AIL_install_cb	_AIL_p73:UU_AIL_install_cb	yes	yes	yes	yes	6	6	4	4
match	_AIL_p74:UU_AIL_cancel_cb	_AIL_p74:UU_AIL_cancel_cb	yes	yes	yes	yes	6	6	3	3
match	_AIL_p75:UU_AIL_lock_channel	_AIL_p75:UU_AIL_lock_channel	yes	yes	yes	yes	6	6	3	3
match	_AIL_p76:UU_AIL_map_seq_channel	_AIL_p76:UU_AIL_map_seq_channel	yes	yes	yes	yes	6	6	6	6
match	_AIL_p77:UU_AIL_release_channel	_AIL_p77:UU_AIL_release_channel	yes	yes	yes	yes	6	6	4	4
match	_AIL_p78:UU_AIL_true_seq_chan	_AIL_p78:UU_AIL_true_seq_chan	yes	yes	yes	yes	6	6	5	5
match	_AIL_p81:UU_sub_ptr	_AIL_p81:UU_sub_ptr	yes	yes	yes	yes	71	71	38	38
match	_AIL_p83:_marker_num	_AIL_p83:_marker_num	yes	yes	yes	yes	23	23	12	12
match	_AIL_p84:_get_sample_rate	_AIL_p84:_get_sample_rate	yes	yes	yes	yes	59	59	34	34
match	_AIL_p86:_CB_set_vect	_AIL_p86:_CB_set_vect	yes	yes	yes	yes	26	26	17	17
match	_AIL_p87:_CB_play_VOC	_AIL_p87:_CB_play_VOC	yes	yes	yes	yes	31	31	14	14
match	_AIL_p88:_CB_play_buffer	_AIL_p88:_CB_play_buffer	yes	yes	yes	yes	52	52	20	20
match	_AIL_p89:_next_block	_AIL_p89:_next_block	yes	yes	yes	yes	85	85	44	44
match	_AIL_p90:_next_buffer	_AIL_p90:_next_buffer	yes	yes	yes	yes	39	39	15	15
match	_AIL_p92:_process_buffer	_AIL_p92:_process_buffer	yes	yes	yes	yes	83	83	33	33
match	_AIL_p93:_DMA_transfer	_AIL_p93:_DMA_transfer	yes	yes	yes	yes	43	43	22	22
match	_AIL_p96:_DP_detect_device	_AIL_p96:_DP_detect_device	yes	yes	yes	yes	14	14	16	16
match	_AIL_p97:_DP_init_driver	_AIL_p97:_DP_init_driver	yes	yes	yes	yes	101	101	43	43
match	_AIL_p98:_DP_shutdown_driver	_AIL_p98:_DP_shutdown_driver	yes	yes	yes	yes	51	51	23	23
match	_AIL_p100:_DP_register_sb	_AIL_p100:_DP_register_sb	yes	yes	yes	yes	95	95	37	37
match	_AIL_p101:UU_DP_get_sb_status	_AIL_p101:UU_DP_get_sb_status	yes	yes	yes	yes	21	21	15	15
match	_AIL_p102:_DP_play_VOC_file	_AIL_p102:_DP_play_VOC_file	yes	yes	yes	yes	166	166	76	76
match	seg003p4:UU_DISK_DeleteFile	seg003p4:UU_DISK_DeleteFile	yes	yes	yes	yes	22	22	17	17
match	seg013p9:UU_EMM_CustLoadLBX2	seg013p9:UU_EMM_CustLoadLBX2	yes	yes	yes	yes	38	38	22	22
match	seg017p6:Set_Outline_Color	seg017p6:Set_Outline_Color	yes	yes	yes	yes	11	11	7	7
match	seg022p4:Clear_Screens	seg022p4:Clear_Screens	yes	yes	yes	yes	65	65	30	30
match	seg022p5:Set_Random_Seed	seg022p5:Set_Random_Seed	yes	yes	yes	yes	17	17	9	9
match	seg022p29:UU_DBG_SetSelectSetting	seg022p29:UU_DBG_SetSelectSetting	yes	yes	yes	yes	29	29	16	16
match	seg028p31:UU_LBX_IMG_FullGScale	seg030p31:UU_LBX_IMG_FullGScale	yes	yes	yes	yes	32	32	22	22
match	seg031p4:EMM_MapNextIMGPages2	seg033p4:EMM_MapNextIMGPages2	yes	yes	yes	yes	37	37	14	14
match	seg033p3:Get_Pointer_Image_Number	seg035p3:Get_Pointer_Image_Number	yes	yes	yes	yes	11	11	6	6
match	seg033p4:Get_Pointer_Offset	seg035p4:Get_Pointer_Offset	yes	yes	yes	yes	11	11	6	6
match	seg033p13:Save_Mouse_State	seg035p13:Save_Mouse_State	yes	yes	yes	yes	24	24	11	11
match	seg033p14:Restore_Mouse_State	seg035p14:Restore_Mouse_State	yes	yes	yes	yes	18	18	9	9
match	seg033p25:Mouse_Buffer	seg035p25:Mouse_Buffer	yes	yes	yes	yes	17	17	8	8
match	seg033p26:Mouse_Buffer2	seg035p26:Mouse_Buffer2	yes	yes	yes	yes	17	17	8	8
match	seg033p33:Copy_Mouse_Off_To_Mouse_Back	seg035p33:Copy_Mouse_Off_To_Mouse_Back	yes	yes	yes	yes	27	27	16	16
match	seg033p42:UU_GUI_ClickBuffReset	seg035p42:UU_GUI_ClickBuffReset	yes	yes	yes	yes	7	7	2	2
match	seg033p43:UU_GUI_SetClickBuffVar1	seg035p43:UU_GUI_SetClickBuffVar1	yes	yes	yes	yes	7	7	2	2
match	seg033p46:UU_GUI_GetClickBuffVar1	seg035p46:UU_GUI_GetClickBuffVar1	yes	yes	yes	yes	4	4	2	2
match	seg034p4:UU_GUI_EditStart	seg036p4:UU_GUI_EditStart	yes	yes	yes	yes	16	16	6	6
match	seg034p8:Disable_Cancel	seg036p8:Disable_Cancel	yes	yes	yes	yes	11	11	5	5
match	seg034p20:Auto_Input	seg036p20:Auto_Input	yes	yes	yes	yes	10	10	6	6
match	seg034p77:Save_Auto_Function	seg036p77:Save_Auto_Function	yes	yes	yes	yes	19	19	8	8
match	seg034p79:Deactivate_Auto_Function	seg036p79:Deactivate_Auto_Function	yes	yes	yes	yes	11	11	5	5
match	stub048p1:j_Save_SAVE_GAM	stub050p1:j_Save_SAVE_GAM	yes	yes	yes	yes	5	5	1	1
match	stub048p2:j_Load_SAVE_GAM	stub050p2:j_Load_SAVE_GAM	yes	yes	yes	yes	5	5	1	1
